parca_no,tahmin_tarihi,tahmin_ayi,tahmin,birim_maliyet,tedarik_suresi,siparis_maliyeti,elde_tutma_maliyeti_aylik,stoksuz_kalma_cezasi,mevcut_Q,mevcut_r,mevcut_SS,baslangic_stok
Part-471,2025-03-01,3,67.25,43.88,20,100,1.0422,139.1,157,399,171,389
Part-472,2025-01-01,1,0.55,6725.58,20,100,159.7325,25116.66,19,894,927,189
Part-472,2025-02-01,2,0.61,6725.58,20,100,159.7325,25116.66,19,894,927,189
Part-472,2025-03-01,3,15.03,6725.58,20,100,159.7325,25116.66,19,894,927,189
Part-473,2025-01-01,1,221.23,484.47,20,100,9.7298,1385.16,54,445,257,244
Part-473,2025-02-01,2,72.0,484.47,20,100,9.7298,1385.16,54,445,257,244
Part-473,2025-03-01,3,367.44,484.47,20,100,9.7298,1385.16,54,445,257,244
Part-474,2025-01-01,1,125.63,225.42,20,200,4.1139,997.99,185,434,172,453
Part-474,2025-02-01,2,153.92,225.42,20,200,4.1139,997.99,185,434,172,453
Part-474,2025-03-01,3,138.39,225.42,20,200,4.1139,997.99,185,434,172,453
Part-475,2025-01-01,1,588.64,287.72,20,200,5.5866,1303.64,157,434,220,394
Part-475,2025-02-01,2,412.77,287.72,20,200,5.5866,1303.64,157,434,220,394
Part-475,2025-03-01,3,263.53,287.72,20,200,5.5866,1303.64,157,434,220,394
Part-476,2025-01-01,1,51.88,5352.94,20,100,94.1225,23698.27,36,1053,553,377
Part-476,2025-02-01,2,150.6,5352.94,20,100,94.1225,23698.27,36,1053,553,377
Part-476,2025-03-01,3,194.99,5352.94,20,100,94.1225,23698.27,36,1053,553,377
Part-477,2025-01-01,1,161.76,145.61,20,100,3.2034,570.72,92,263,122,258
Part-477,2025-02-01,2,138.15,145.61,20,100,3.2034,570.72,92,263,122,258
Part-477,2025-03-01,3,302.58,145.61,20,100,3.2034,570.72,92,263,122,258
Part-478,2025-01-01,1,2.35,24.63,7,500,0.5398,71.78,623,266,229,196
Part-478,2025-02-01,2,2.0,24.63,7,500,0.5398,71.78,623,266,229,196
Part-478,2025-03-01,3,630.49,24.63,7,500,0.5398,71.78,623,266,229,196
Part-479,2025-01-01,1,225.13,73.06,20,200,1.6621,285.63,281,403,166,277
Part-479,2025-02-01,2,95.0,73.06,20,200,1.6621,285.63,281,403,166,277
Part-479,2025-03-01,3,91.88,73.06,20,200,1.6621,285.63,281,403,166,277
Part-48,2025-01-01,1,4636.56,236.91,14,100,5.6661,1141.86,337,5402,4638,3106
Part-48,2025-02-01,2,1621.73,236.91,14,100,5.6661,1141.86,337,5402,4638,3106
Part-48,2025-03-01,3,39.14,236.91,14,100,5.6661,1141.86,337,5402,4638,3106
Part-480,2025-01-01,1,177.34,318.49,20,75,6.0513,1553.76,90,469,207,549
Part-480,2025-02-01,2,173.43,318.49,20,75,6.0513,1553.76,90,469,207,549
Part-480,2025-03-01,3,382.65,318.49,20,75,6.0513,1553.76,90,469,207,549
Part-481,2025-01-01,1,2190.4,382.99,20,100,8.6173,1510.96,320,7378,5229,4920
Part-481,2025-02-01,2,2313.57,382.99,20,100,8.6173,1510.96,320,7378,5229,4920
Part-481,2025-03-01,3,7370.83,382.99,20,100,8.6173,1510.96,320,7378,5229,4920
Part-482,2025-01-01,1,0.57,435.69,20,50,6.2812,2121.45,54,886,783,209
Part-482,2025-02-01,2,0.62,435.69,20,50,6.2812,2121.45,54,886,783,209
Part-482,2025-03-01,3,3.45,435.69,20,50,6.2812,2121.45,54,886,783,209
Part-483,2025-01-01,1,569.81,129.47,14,150,1.6723,377.24,349,678,282,1141
Part-483,2025-02-01,2,377.26,129.47,14,150,1.6723,377.24,349,678,282,1141
Part-483,2025-03-01,3,556.49,129.47,14,150,1.6723,377.24,349,678,282,1141
Part-484,2025-01-01,1,490.55,169.77,20,100,3.4944,770.42,313,4316,2297,2160
Part-484,2025-02-01,2,510.67,169.77,20,100,3.4944,770.42,313,4316,2297,2160
Part-484,2025-03-01,3,1046.09,169.77,20,100,3.4944,770.42,313,4316,2297,2160
Part-485,2025-01-01,1,91.24,286.85,20,150,3.9681,1191.98,104,231,128,230
Part-485,2025-02-01,2,41.77,286.85,20,150,3.9681,1191.98,104,231,128,230
Part-485,2025-03-01,3,49.09,286.85,20,150,3.9681,1191.98,104,231,128,230
Part-486,2025-01-01,1,1.81,46.42,7,200,0.9013,206.92,409,263,147,452
Part-486,2025-02-01,2,262.97,46.42,7,200,0.9013,206.92,409,263,147,452
Part-486,2025-03-01,3,350.01,46.42,7,200,0.9013,206.92,409,263,147,452
Part-487,2025-01-01,1,59.09,404.33,20,200,8.6931,1670.81,92,636,234,313
Part-487,2025-02-01,2,193.87,404.33,20,200,8.6931,1670.81,92,636,234,313
Part-487,2025-03-01,3,411.59,404.33,20,200,8.6931,1670.81,92,636,234,313
Part-488,2025-01-01,1,285.56,653.31,20,100,11.4874,2248.1,60,428,189,450
Part-488,2025-02-01,2,100.05,653.31,20,100,11.4874,2248.1,60,428,189,450
Part-488,2025-03-01,3,125.8,653.31,20,100,11.4874,2248.1,60,428,189,450
Part-489,2025-01-01,1,53.53,482.93,20,75,6.3183,1960.56,85,380,131,280
Part-489,2025-02-01,2,143.62,482.93,20,75,6.3183,1960.56,85,380,131,280
Part-489,2025-03-01,3,210.6,482.93,20,75,6.3183,1960.56,85,380,131,280
Part-49,2025-01-01,1,3360.93,38.49,20,300,0.6094,177.13,2175,6451,2741,6118
Part-49,2025-02-01,2,2858.13,38.49,20,300,0.6094,177.13,2175,6451,2741,6118
Part-49,2025-03-01,3,3034.44,38.49,20,300,0.6094,177.13,2175,6451,2741,6118
Part-490,2025-01-01,1,0.7,63.07,14,200,1.4874,302.5,438,1307,1039,922
Part-490,2025-02-01,2,1.29,63.07,14,200,1.4874,302.5,438,1307,1039,922
Part-490,2025-03-01,3,2.53,63.07,14,200,1.4874,302.5,438,1307,1039,922
Part-491,2025-01-01,1,440.81,70.98,20,100,0.9227,230.87,383,1598,652,1001
Part-491,2025-02-01,2,326.5,70.98,20,100,0.9227,230.87,383,1598,652,1001
Part-491,2025-03-01,3,774.97,70.98,20,100,0.9227,230.87,383,1598,652,1001
Part-492,2025-01-01,1,730.3,177.55,14,200,4.2316,862.05,116,335,319,236
Part-492,2025-02-01,2,3.46,177.55,14,200,4.2316,862.05,116,335,319,236
Part-492,2025-03-01,3,3.58,177.55,14,200,4.2316,862.05,116,335,319,236
Part-493,2025-01-01,1,573.89,2259.55,20,75,29.7507,4853.97,38,582,184,628
Part-493,2025-02-01,2,130.02,2259.55,20,75,29.7507,4853.97,38,582,184,628
Part-493,2025-03-01,3,273.48,2259.55,20,75,29.7507,4853.97,38,582,184,628
Part-494,2025-01-01,1,208.73,5732.92,20,300,124.2133,11709.59,31,399,136,332
Part-494,2025-02-01,2,232.91,5732.92,20,300,124.2133,11709.59,31,399,136,332
Part-494,2025-03-01,3,91.0,5732.92,20,300,124.2133,11709.59,31,399,136,332
Part-495,2025-01-01,1,0.51,473.67,20,100,11.4076,1649.04,60,1286,1124,318
Part-495,2025-02-01,2,0.56,473.67,20,100,11.4076,1649.04,60,1286,1124,318
Part-495,2025-03-01,3,0.56,473.67,20,100,11.4076,1649.04,60,1286,1124,318
Part-496,2025-01-01,1,204.86,49.5,7,75,1.1797,225.0,310,1698,1283,1685
Part-496,2025-02-01,2,454.53,49.5,7,75,1.1797,225.0,310,1698,1283,1685
Part-496,2025-03-01,3,122.11,49.5,7,75,1.1797,225.0,310,1698,1283,1685
Part-497,2025-01-01,1,237.7,124.91,20,150,2.9562,342.69,188,763,391,569
Part-497,2025-02-01,2,253.28,124.91,20,150,2.9562,342.69,188,763,391,569
Part-497,2025-03-01,3,107.14,124.91,20,150,2.9562,342.69,188,763,391,569
Part-498,2025-01-01,1,212.98,122.76,20,300,2.8849,500.89,117,320,300,114
Part-498,2025-02-01,2,8.44,122.76,20,300,2.8849,500.89,117,320,300,114
Part-498,2025-03-01,3,33.45,122.76,20,300,2.8849,500.89,117,320,300,114
Part-499,2025-01-01,1,2.57,1062.04,20,100,20.0903,3866.58,62,611,479,392
Part-499,2025-02-01,2,19.25,1062.04,20,100,20.0903,3866.58,62,611,479,392
Part-499,2025-03-01,3,1.32,1062.04,20,100,20.0903,3866.58,62,611,479,392
Part-5,2025-01-01,1,107085.61,7969.33,7,75,129.5016,17262.32,371,134780,56890,272632
Part-5,2025-02-01,2,200211.08,7969.33,7,75,129.5016,17262.32,371,134780,56890,272632
Part-5,2025-03-01,3,84141.52,7969.33,7,75,129.5016,17262.32,371,134780,56890,272632
Part-50,2025-01-01,1,4174.37,1949.6,20,50,26.1571,6013.9,135,10501,3281,10059
Part-50,2025-02-01,2,4390.22,1949.6,20,50,26.1571,6013.9,135,10501,3281,10059
Part-50,2025-03-01,3,4044.77,1949.6,20,50,26.1571,6013.9,135,10501,3281,10059
Part-500,2025-01-01,1,0.55,228.75,7,75,4.4606,657.06,101,540,422,244
Part-500,2025-02-01,2,1.52,228.75,7,75,4.4606,657.06,101,540,422,244
Part-500,2025-03-01,3,2.11,228.75,7,75,4.4606,657.06,101,540,422,244
Part-501,2025-01-01,1,559.82,364.8,20,150,7.3872,1042.37,87,566,375,148
Part-501,2025-02-01,2,158.96,364.8,20,150,7.3872,1042.37,87,566,375,148
Part-501,2025-03-01,3,2.85,364.8,20,150,7.3872,1042.37,87,566,375,148
Part-502,2025-01-01,1,274.72,5645.74,20,200,133.6158,12532.58,33,745,270,490
Part-502,2025-02-01,2,307.72,5645.74,20,200,133.6158,12532.58,33,745,270,490
Part-502,2025-03-01,3,6.65,5645.74,20,200,133.6158,12532.58,33,745,270,490
Part-503,2025-01-01,1,1144.28,7663.09,14,75,176.2511,27653.35,15,695,402,382
Part-503,2025-02-01,2,332.21,7663.09,14,75,176.2511,27653.35,15,695,402,382
Part-503,2025-03-01,3,82.53,7663.09,14,75,176.2511,27653.35,15,695,402,382
Part-504,2025-01-01,1,7.79,5224.84,14,50,116.2527,17505.42,20,695,343,609
Part-504,2025-02-01,2,92.07,5224.84,14,50,116.2527,17505.42,20,695,343,609
Part-504,2025-03-01,3,408.76,5224.84,14,50,116.2527,17505.42,20,695,343,609
Part-505,2025-01-01,1,374.81,421.95,20,50,8.8258,1210.27,64,752,399,387
Part-505,2025-02-01,2,140.82,421.95,20,50,8.8258,1210.27,64,752,399,387
Part-505,2025-03-01,3,260.5,421.95,20,50,8.8258,1210.27,64,752,399,387
Part-506,2025-01-01,1,185.36,201.48,20,75,4.08,989.53,102,722,386,743
Part-506,2025-02-01,2,86.77,201.48,20,75,4.08,989.53,102,722,386,743
Part-506,2025-03-01,3,666.75,201.48,20,75,4.08,989.53,102,722,386,743
Part-507,2025-01-01,1,501.66,11.11,20,50,0.2666,49.5,727,1116,459,901
Part-507,2025-02-01,2,537.27,11.11,20,50,0.2666,49.5,727,1116,459,901
Part-507,2025-03-01,3,601.28,11.11,20,50,0.2666,49.5,727,1116,459,901
Part-508,2025-01-01,1,2.29,110.45,20,100,1.6475,394.84,184,567,308,253
Part-508,2025-02-01,2,139.14,110.45,20,100,1.6475,394.84,184,567,308,253
Part-508,2025-03-01,3,409.16,110.45,20,100,1.6475,394.84,184,567,308,253
Part-509,2025-01-01,1,1346.91,22.5,20,150,0.3356,80.22,1788,3306,930,2740
Part-509,2025-02-01,2,1618.19,22.5,20,150,0.3356,80.22,1788,3306,930,2740
Part-509,2025-03-01,3,1669.79,22.5,20,150,0.3356,80.22,1788,3306,930,2740
Part-51,2025-01-01,1,2149.64,67.01,20,200,1.0052,326.51,1781,13921,6780,7652
Part-51,2025-02-01,2,2688.18,67.01,20,200,1.0052,326.51,1781,13921,6780,7652
Part-51,2025-03-01,3,119.12,67.01,20,200,1.0052,326.51,1781,13921,6780,7652
Part-510,2025-01-01,1,4.87,1655.08,20,200,40.9632,4271.49,49,347,239,238
Part-510,2025-02-01,2,184.94,1655.08,20,200,40.9632,4271.49,49,347,239,238
Part-510,2025-03-01,3,111.25,1655.08,20,200,40.9632,4271.49,49,347,239,238
Part-511,2025-01-01,1,104.52,182.13,14,150,3.5364,718.94,162,348,187,280
Part-511,2025-02-01,2,209.08,182.13,14,150,3.5364,718.94,162,348,187,280
Part-511,2025-03-01,3,248.71,182.13,14,150,3.5364,718.94,162,348,187,280
Part-512,2025-01-01,1,4.86,53.82,20,100,1.0002,261.61,171,346,137,181
Part-512,2025-02-01,2,101.62,53.82,20,100,1.0002,261.61,171,346,137,181
Part-512,2025-03-01,3,357.26,53.82,20,100,1.0002,261.61,171,346,137,181
Part-513,2025-01-01,1,397.48,5174.17,20,200,119.8683,24292.05,43,593,251,534
Part-513,2025-02-01,2,63.32,5174.17,20,200,119.8683,24292.05,43,593,251,534
Part-513,2025-03-01,3,329.6,5174.17,20,200,119.8683,24292.05,43,593,251,534
Part-514,2025-01-01,1,126.62,278.77,20,150,6.4349,628.43,135,502,259,334
Part-514,2025-02-01,2,4.24,278.77,20,150,6.4349,628.43,135,502,259,334
Part-514,2025-03-01,3,44.73,278.77,20,150,6.4349,628.43,135,502,259,334
Part-515,2025-01-01,1,0.91,116.72,20,300,1.7119,252.03,177,725,580,211
Part-515,2025-02-01,2,0.56,116.72,20,300,1.7119,252.03,177,725,580,211
Part-515,2025-03-01,3,0.57,116.72,20,300,1.7119,252.03,177,725,580,211
Part-516,2025-01-01,1,94.58,380.77,7,100,5.5846,1859.58,56,192,165,205
Part-516,2025-02-01,2,86.82,380.77,7,100,5.5846,1859.58,56,192,165,205
Part-516,2025-03-01,3,107.03,380.77,7,100,5.5846,1859.58,56,192,165,205
Part-517,2025-01-01,1,11.99,919.25,20,75,20.6065,2389.79,38,503,315,407
Part-517,2025-02-01,2,418.84,919.25,20,75,20.6065,2389.79,38,503,315,407
Part-517,2025-03-01,3,315.44,919.25,20,75,20.6065,2389.79,38,503,315,407
Part-518,2025-01-01,1,497.18,1313.12,20,150,29.3263,4794.52,68,582,302,599
Part-518,2025-02-01,2,4.15,1313.12,20,150,29.3263,4794.52,68,582,302,599
Part-518,2025-03-01,3,258.72,1313.12,20,150,29.3263,4794.52,68,582,302,599
Part-519,2025-01-01,1,0.68,6213.16,14,75,95.2685,13818.87,21,679,720,237
Part-519,2025-02-01,2,0.87,6213.16,14,75,95.2685,13818.87,21,679,720,237
Part-519,2025-03-01,3,0.87,6213.16,14,75,95.2685,13818.87,21,679,720,237
Part-52,2025-01-01,1,3865.79,327.51,20,100,6.1135,1501.82,482,10341,3787,9934
Part-52,2025-02-01,2,1926.14,327.51,20,100,6.1135,1501.82,482,10341,3787,9934
Part-52,2025-03-01,3,3121.45,327.51,20,100,6.1135,1501.82,482,10341,3787,9934
Part-520,2025-01-01,1,99.93,6401.55,7,500,147.2357,28998.33,26,286,202,189
Part-520,2025-02-01,2,74.56,6401.55,7,500,147.2357,28998.33,26,286,202,189
Part-520,2025-03-01,3,98.98,6401.55,7,500,147.2357,28998.33,26,286,202,189
Part-521,2025-01-01,1,1.48,386.99,20,200,7.1593,910.82,82,643,554,113
Part-521,2025-02-01,2,0.55,386.99,20,200,7.1593,910.82,82,643,554,113
Part-521,2025-03-01,3,0.56,386.99,20,200,7.1593,910.82,82,643,554,113
Part-522,2025-01-01,1,0.55,484.3,20,200,8.8788,1903.91,63,535,365,189
Part-522,2025-02-01,2,0.56,484.3,20,200,8.8788,1903.91,63,535,365,189
Part-522,2025-03-01,3,0.56,484.3,20,200,8.8788,1903.91,63,535,365,189
Part-523,2025-01-01,1,10.53,7168.88,20,150,178.0272,15555.64,33,1055,510,425
Part-523,2025-02-01,2,526.91,7168.88,20,150,178.0272,15555.64,33,1055,510,425
Part-523,2025-03-01,3,634.66,7168.88,20,150,178.0272,15555.64,33,1055,510,425
Part-524,2025-01-01,1,108.57,2879.12,20,50,54.7033,7111.47,25,326,143,302
Part-524,2025-02-01,2,219.12,2879.12,20,50,54.7033,7111.47,25,326,143,302
Part-524,2025-03-01,3,197.29,2879.12,20,50,54.7033,7111.47,25,326,143,302
Part-525,2025-01-01,1,102.88,452.14,20,100,6.443,1598.96,104,347,93,306
Part-525,2025-02-01,2,210.36,452.14,20,100,6.443,1598.96,104,347,93,306
Part-525,2025-03-01,3,248.82,452.14,20,100,6.443,1598.96,104,347,93,306
Part-526,2025-01-01,1,0.95,138.22,20,150,2.2115,295.38,121,692,581,141
Part-526,2025-02-01,2,2.32,138.22,20,150,2.2115,295.38,121,692,581,141
Part-526,2025-03-01,3,0.57,138.22,20,150,2.2115,295.38,121,692,581,141
Part-527,2025-01-01,1,175.85,142.19,14,75,2.3698,367.82,109,303,124,226
Part-527,2025-02-01,2,203.36,142.19,14,75,2.3698,367.82,109,303,124,226
Part-527,2025-03-01,3,4.92,142.19,14,75,2.3698,367.82,109,303,124,226
Part-528,2025-01-01,1,1.71,7857.42,7,150,192.5068,18924.73,14,201,174,266
Part-528,2025-02-01,2,303.12,7857.42,7,150,192.5068,18924.73,14,201,174,266
Part-528,2025-03-01,3,2.12,7857.42,7,150,192.5068,18924.73,14,201,174,266
Part-529,2025-01-01,1,1.87,441.66,20,200,6.993,937.08,60,736,566,117
Part-529,2025-02-01,2,0.55,441.66,20,200,6.993,937.08,60,736,566,117
Part-529,2025-03-01,3,0.56,441.66,20,200,6.993,937.08,60,736,566,117
Part-53,2025-01-01,1,13404.99,337.42,20,100,7.0858,1587.88,841,25296,7209,26144
Part-53,2025-02-01,2,10702.09,337.42,20,100,7.0858,1587.88,841,25296,7209,26144
Part-53,2025-03-01,3,15595.3,337.42,20,100,7.0858,1587.88,841,25296,7209,26144
Part-530,2025-01-01,1,3.52,1180.85,20,100,21.1569,5801.5,47,471,295,248
Part-530,2025-02-01,2,4.11,1180.85,20,100,21.1569,5801.5,47,471,295,248
Part-530,2025-03-01,3,249.1,1180.85,20,100,21.1569,5801.5,47,471,295,248
Part-531,2025-01-01,1,5.82,6812.37,20,75,148.7367,22824.84,12,449,389,109
Part-531,2025-02-01,2,1.75,6812.37,20,75,148.7367,22824.84,12,449,389,109
Part-531,2025-03-01,3,4.43,6812.37,20,75,148.7367,22824.84,12,449,389,109
Part-532,2025-01-01,1,639.04,5259.6,20,300,83.7153,24072.18,130,1851,833,1479
Part-532,2025-02-01,2,704.54,5259.6,20,300,83.7153,24072.18,130,1851,833,1479
Part-532,2025-03-01,3,777.09,5259.6,20,300,83.7153,24072.18,130,1851,833,1479
Part-533,2025-01-01,1,1.03,413.81,14,50,8.7935,1272.33,43,456,355,179
Part-533,2025-02-01,2,0.64,413.81,14,50,8.7935,1272.33,43,456,355,179
Part-533,2025-03-01,3,1.36,413.81,14,50,8.7935,1272.33,43,456,355,179
Part-534,2025-01-01,1,86.59,2463.18,20,100,37.153,5241.1,32,503,284,200
Part-534,2025-02-01,2,109.18,2463.18,20,100,37.153,5241.1,32,503,284,200
Part-534,2025-03-01,3,3.62,2463.18,20,100,37.153,5241.1,32,503,284,200
Part-535,2025-01-01,1,0.65,216.37,20,100,3.3537,884.3,96,670,605,203
Part-535,2025-02-01,2,0.63,216.37,20,100,3.3537,884.3,96,670,605,203
Part-535,2025-03-01,3,1.94,216.37,20,100,3.3537,884.3,96,670,605,203
Part-536,2025-01-01,1,67.76,481.18,14,150,11.9493,1018.3,70,223,125,184
Part-536,2025-02-01,2,128.9,481.18,14,150,11.9493,1018.3,70,223,125,184
Part-536,2025-03-01,3,91.88,481.18,14,150,11.9493,1018.3,70,223,125,184
Part-537,2025-01-01,1,672.35,105.06,20,500,1.7948,384.35,690,840,310,621
Part-537,2025-02-01,2,308.88,105.06,20,500,1.7948,384.35,690,840,310,621
Part-537,2025-03-01,3,385.16,105.06,20,500,1.7948,384.35,690,840,310,621
Part-538,2025-01-01,1,231.28,476.65,20,100,10.2877,1152.22,53,482,256,357
Part-538,2025-02-01,2,3.73,476.65,20,100,10.2877,1152.22,53,482,256,357
Part-538,2025-03-01,3,3.21,476.65,20,100,10.2877,1152.22,53,482,256,357
Part-539,2025-01-01,1,0.51,451.89,14,300,10.3935,1813.19,75,449,440,121
Part-539,2025-02-01,2,0.55,451.89,14,300,10.3935,1813.19,75,449,440,121
Part-539,2025-03-01,3,1118.91,451.89,14,300,10.3935,1813.19,75,449,440,121
Part-54,2025-01-01,1,3929.43,165.69,20,150,3.5071,627.19,1088,18005,7048,13287
Part-54,2025-02-01,2,7409.28,165.69,20,150,3.5071,627.19,1088,18005,7048,13287
Part-54,2025-03-01,3,7693.07,165.69,20,150,3.5071,627.19,1088,18005,7048,13287
Part-540,2025-01-01,1,739.07,37.74,20,100,0.6353,176.55,221,603,283,428
Part-540,2025-02-01,2,275.09,37.74,20,100,0.6353,176.55,221,603,283,428
Part-540,2025-03-01,3,60.09,37.74,20,100,0.6353,176.55,221,603,283,428
Part-541,2025-01-01,1,218.89,6332.92,20,150,107.6596,30824.17,25,314,203,166
Part-541,2025-02-01,2,4.41,6332.92,20,150,107.6596,30824.17,25,314,203,166
Part-541,2025-03-01,3,3.11,6332.92,20,150,107.6596,30824.17,25,314,203,166
Part-542,2025-01-01,1,22.92,266.78,20,75,5.9136,955.96,72,695,557,317
Part-542,2025-02-01,2,24.3,266.78,20,75,5.9136,955.96,72,695,557,317
Part-542,2025-03-01,3,38.09,266.78,20,75,5.9136,955.96,72,695,557,317
Part-543,2025-01-01,1,301.25,6048.78,20,100,121.4797,21764.18,24,469,160,435
Part-543,2025-02-01,2,372.6,6048.78,20,100,121.4797,21764.18,24,469,160,435
Part-543,2025-03-01,3,513.23,6048.78,20,100,121.4797,21764.18,24,469,160,435
Part-544,2025-01-01,1,1121.77,24.57,20,300,0.4177,51.96,410,506,506,141
Part-544,2025-02-01,2,1.11,24.57,20,300,0.4177,51.96,410,506,506,141
Part-544,2025-03-01,3,13.54,24.57,20,300,0.4177,51.96,410,506,506,141
Part-545,2025-01-01,1,3.02,7.52,20,100,0.1642,32.41,447,463,317,245
Part-545,2025-02-01,2,63.23,7.52,20,100,0.1642,32.41,447,463,317,245
Part-545,2025-03-01,3,6.08,7.52,20,100,0.1642,32.41,447,463,317,245
Part-546,2025-01-01,1,198.77,264.63,20,75,6.1747,1288.38,66,313,148,390
Part-546,2025-02-01,2,195.88,264.63,20,75,6.1747,1288.38,66,313,148,390
Part-546,2025-03-01,3,240.36,264.63,20,75,6.1747,1288.38,66,313,148,390
Part-547,2025-01-01,1,557.45,234.59,20,150,3.6166,777.6,135,734,309,632
Part-547,2025-02-01,2,2.54,234.59,20,150,3.6166,777.6,135,734,309,632
Part-547,2025-03-01,3,280.86,234.59,20,150,3.6166,777.6,135,734,309,632
Part-548,2025-01-01,1,0.95,470.53,20,100,6.0385,2061.43,65,512,538,184
Part-548,2025-02-01,2,1.62,470.53,20,100,6.0385,2061.43,65,512,538,184
Part-548,2025-03-01,3,1.36,470.53,20,100,6.0385,2061.43,65,512,538,184
Part-549,2025-01-01,1,92.9,174.44,14,75,2.7765,766.2,98,278,175,316
Part-549,2025-02-01,2,98.05,174.44,14,75,2.7765,766.2,98,278,175,316
Part-549,2025-03-01,3,107.38,174.44,14,75,2.7765,766.2,98,278,175,316
Part-55,2025-01-01,1,1951.17,474.59,20,100,6.3674,2313.62,377,6843,2542,6999
Part-55,2025-02-01,2,4591.04,474.59,20,100,6.3674,2313.62,377,6843,2542,6999
Part-55,2025-03-01,3,2676.25,474.59,20,100,6.3674,2313.62,377,6843,2542,6999
Part-550,2025-01-01,1,688.95,330.82,7,300,6.9197,1441.42,206,368,269,425
Part-550,2025-02-01,2,371.36,330.82,7,300,6.9197,1441.42,206,368,269,425
Part-550,2025-03-01,3,4.07,330.82,7,300,6.9197,1441.42,206,368,269,425
Part-551,2025-01-01,1,136.05,8.74,20,150,0.209,37.37,663,374,191,367
Part-551,2025-02-01,2,289.9,8.74,20,150,0.209,37.37,663,374,191,367
Part-551,2025-03-01,3,199.12,8.74,20,150,0.209,37.37,663,374,191,367
Part-552,2025-01-01,1,791.57,333.45,20,100,7.7527,882.07,182,1570,1018,1104
Part-552,2025-02-01,2,129.67,333.45,20,100,7.7527,882.07,182,1570,1018,1104
Part-552,2025-03-01,3,520.77,333.45,20,100,7.7527,882.07,182,1570,1018,1104
Part-553,2025-01-01,1,98.74,457.16,20,500,6.9717,1944.88,217,534,259,408
Part-553,2025-02-01,2,91.75,457.16,20,500,6.9717,1944.88,217,534,259,408
Part-553,2025-03-01,3,489.2,457.16,20,500,6.9717,1944.88,217,534,259,408
Part-554,2025-01-01,1,803.23,7733.22,20,75,181.7307,18816.36,20,1229,774,628
Part-554,2025-02-01,2,3.24,7733.22,20,75,181.7307,18816.36,20,1229,774,628
Part-554,2025-03-01,3,489.7,7733.22,20,75,181.7307,18816.36,20,1229,774,628
Part-555,2025-01-01,1,108.78,160.46,14,200,3.6371,663.9,206,364,203,390
Part-555,2025-02-01,2,229.37,160.46,14,200,3.6371,663.9,206,364,203,390
Part-555,2025-03-01,3,139.26,160.46,14,200,3.6371,663.9,206,364,203,390
Part-556,2025-01-01,1,549.77,314.88,20,75,6.8224,633.1,111,2345,1690,690
Part-556,2025-02-01,2,1092.85,314.88,20,75,6.8224,633.1,111,2345,1690,690
Part-556,2025-03-01,3,4.56,314.88,20,75,6.8224,633.1,111,2345,1690,690
Part-557,2025-01-01,1,21.89,167.63,20,75,3.5342,797.33,94,865,519,517
Part-557,2025-02-01,2,198.38,167.63,20,75,3.5342,797.33,94,865,519,517
Part-557,2025-03-01,3,225.37,167.63,20,75,3.5342,797.33,94,865,519,517
Part-558,2025-01-01,1,0.81,3245.74,20,100,73.2996,14547.95,14,347,323,133
Part-558,2025-02-01,2,393.71,3245.74,20,100,73.2996,14547.95,14,347,323,133
Part-558,2025-03-01,3,478.93,3245.74,20,100,73.2996,14547.95,14,347,323,133
Part-559,2025-01-01,1,144.31,140.19,20,150,3.2594,567.61,149,368,195,233
Part-559,2025-02-01,2,79.42,140.19,20,150,3.2594,567.61,149,368,195,233
Part-559,2025-03-01,3,139.29,140.19,20,150,3.2594,567.61,149,368,195,233
Part-56,2025-01-01,1,4348.92,3432.3,14,100,75.5106,15200.79,123,4167,2126,7071
Part-56,2025-02-01,2,4663.14,3432.3,14,100,75.5106,15200.79,123,4167,2126,7071
Part-56,2025-03-01,3,75.15,3432.3,14,100,75.5106,15200.79,123,4167,2126,7071
Part-560,2025-01-01,1,96.74,175.72,20,150,3.9976,401.24,142,502,191,340
Part-560,2025-02-01,2,92.25,175.72,20,150,3.9976,401.24,142,502,191,340
Part-560,2025-03-01,3,103.25,175.72,20,150,3.9976,401.24,142,502,191,340
Part-561,2025-01-01,1,477.11,341.31,20,50,4.7783,1527.35,96,657,315,605
Part-561,2025-02-01,2,41.85,341.31,20,50,4.7783,1527.35,96,657,315,605
Part-561,2025-03-01,3,264.13,341.31,20,50,4.7783,1527.35,96,657,315,605
Part-562,2025-01-01,1,0.99,461.58,20,100,9.924,2135.05,37,639,491,157
Part-562,2025-02-01,2,1.05,461.58,20,100,9.924,2135.05,37,639,491,157
Part-562,2025-03-01,3,1.75,461.58,20,100,9.924,2135.05,37,639,491,157
Part-563,2025-01-01,1,189.09,293.64,20,150,6.7537,1193.34,173,1417,560,1636
Part-563,2025-02-01,2,792.37,293.64,20,150,6.7537,1193.34,173,1417,560,1636
Part-563,2025-03-01,3,1041.13,293.64,20,150,6.7537,1193.34,173,1417,560,1636
Part-564,2025-01-01,1,872.44,9.97,20,300,0.1479,49.13,2006,2783,781,1995
Part-564,2025-02-01,2,1268.09,9.97,20,300,0.1479,49.13,2006,2783,781,1995
Part-564,2025-03-01,3,2000.3,9.97,20,300,0.1479,49.13,2006,2783,781,1995
Part-565,2025-01-01,1,216.22,2740.84,14,150,41.5694,6245.38,54,1279,814,694
