parca_no,aylik_ort,aylik_std,tedarik_suresi,birim_maliyet,siparis_maliyeti,elde_tutma_maliyeti_aylik,stoksuz_kalma_cezasi,mevcut_SS,mevcut_r,mevcut_Q,baslangic_stok
Part-1035,16.2,54.5,20,318.55,100,4.5659,935.68,88,101,21,23
Part-1036,17.1,21.7,20,7456.01,100,167.1389,36629.29,35,56,6,26
Part-1037,95.8,66.6,20,7067.57,150,94.2343,22229.66,107,182,16,141
Part-1038,48.1,87.9,14,439.33,100,6.7364,890.66,118,131,44,67
Part-1039,77.3,75.9,20,7918.55,100,124.0573,35319.31,122,171,9,146
Part-1040,16.8,38.6,20,197.24,500,4.0599,494.61,62,65,59,32
Part-1041,10.7,36.4,20,392.13,200,6.8623,1628.81,59,61,26,14
Part-1042,136.0,196.6,20,7459.41,75,111.8912,15257.22,317,490,17,220
Part-1043,21.6,31.6,20,3965.92,300,71.7171,9252.37,51,85,12,42
Part-1044,109.6,55.3,20,4032.56,150,85.0198,13915.12,89,225,22,215
Part-1045,101.8,84.7,20,94.48,50,2.1101,208.21,136,258,85,154
Part-1046,23.0,27.0,20,426.19,100,6.0022,1988.56,43,55,30,33
Part-1047,20.4,31.5,7,1683.99,50,36.0655,7156.3,30,34,7,26
Part-1048,20.7,49.5,20,114.92,50,1.4461,342.99,80,93,29,41
Part-1049,29.8,15.9,20,2888.69,75,62.3476,10955.53,26,49,10,34
Part-1050,25.7,34.7,20,257.11,100,5.335,1066.13,56,83,24,41
Part-1051,11.2,37.7,20,4324.79,100,79.2878,18450.41,61,74,6,14
Part-1052,11.4,23.4,20,5519.13,75,78.6476,17589.62,38,47,5,15
Part-1053,36.0,28.3,7,6023.95,100,133.0289,28290.88,27,37,9,51
Part-1054,14.2,29.6,14,6781.38,100,90.9835,32722.56,40,57,7,28
Part-1055,14.2,47.8,20,293.49,100,6.9459,759.3,77,104,26,15
Part-1056,38.0,60.2,20,412.66,75,9.1473,1953.42,97,125,24,60
Part-1057,58.1,47.3,7,79.34,150,1.7256,328.31,45,78,118,63
Part-1058,12.8,43.2,20,306.54,50,6.7183,1429.83,70,101,14,15
Part-1059,305.2,369.3,14,8.25,100,0.11,27.01,498,664,755,439
Part-1060,110.6,182.6,20,3542.61,300,87.9748,14112.32,294,383,30,167
Part-1061,54.2,48.3,20,121.19,100,2.8177,327.96,78,133,76,68
Part-1062,20.7,24.3,20,2722.02,100,51.2647,11577.58,39,72,12,27
Part-1063,10.0,13.1,20,1454.57,50,31.2733,5447.66,21,37,7,11
Part-1064,10.6,35.8,20,29.81,150,0.6484,102.63,58,58,69,14
Part-1065,21.0,70.8,20,95.7,300,2.1852,390.27,114,131,75,41
Part-1066,19.5,55.3,20,137.53,100,2.1546,502.95,89,113,50,38
Part-1067,20.6,15.5,20,443.93,100,7.6208,1907.15,25,46,20,27
Part-1068,17.1,39.4,7,243.0,150,5.4675,1111.8,38,38,25,27
Part-1069,66.8,83.7,20,7277.76,50,160.7172,32035.38,135,235,6,128
Part-1070,40.9,79.7,20,28.49,500,0.5413,83.26,128,184,250,41
Part-1071,30.5,54.2,20,8.25,100,0.1437,40.66,87,137,188,55
Part-1072,168.6,172.8,20,474.38,75,11.6618,1873.43,278,521,41,328
Part-1073,1426.9,822.9,7,363.34,100,6.419,1079.26,784,1432,163,1557
Part-1074,30.3,53.5,20,5654.06,100,124.8605,12030.38,86,115,5,35
Part-1075,17.2,30.8,20,836.06,100,14.7704,4150.44,50,71,19,34
Part-1076,21.2,44.7,20,6735.06,150,110.006,25573.37,72,80,8,33
Part-1077,383.4,213.7,14,53.37,100,1.0941,143.17,288,600,255,389
Part-1078,10.6,35.7,20,83.35,100,1.8823,289.51,57,60,38,13
Part-1079,101.4,48.9,20,98.34,100,2.4339,313.96,79,195,79,147
Part-1080,198.2,126.0,20,410.12,200,5.8784,1990.76,203,354,148,336
Part-1081,14.0,41.7,20,181.0,100,4.2384,629.51,67,68,31,24
Part-1082,87.4,47.5,20,298.67,50,5.6996,1031.61,76,140,31,174
Part-1083,28.4,95.8,20,428.33,100,5.9252,1877.71,154,145,30,37
Part-1084,9.8,29.8,20,343.16,100,7.6925,1088.76,48,64,20,15
Part-1085,295.4,227.4,20,1522.54,300,25.3757,3942.7,366,732,107,453
Part-1086,27.1,37.8,20,2665.81,100,62.2022,11476.83,61,90,9,38
Part-1087,49.1,21.1,20,38.41,75,0.5569,181.69,34,71,125,57
Part-1088,78.3,55.3,7,3185.57,500,68.2243,6808.13,53,66,29,155
Part-1089,9.8,29.6,7,4741.17,75,77.044,21713.14,28,25,5,18
Part-1090,9.2,27.9,20,2062.87,200,32.4902,6835.5,45,47,10,14
Part-1091,9.2,16.7,14,407.51,150,5.3655,1168.49,22,35,29,15
Part-1092,32.2,29.4,20,484.84,100,8.9695,1026.67,47,71,30,40
Part-1093,8.6,27.8,20,482.25,100,8.3992,1261.84,45,51,15,13
Part-1094,7.5,25.4,20,153.1,300,2.0286,459.09,41,41,49,13
Part-1095,8.6,29.1,20,3762.19,100,57.6869,8322.16,47,50,4,13
Part-1096,7.8,26.4,14,1618.12,100,30.0701,4152.69,36,42,6,16
Part-1097,16.5,41.5,14,401.04,100,9.0568,1688.59,56,72,17,27
Part-1098,8.0,27.0,14,423.89,100,10.2087,1721.24,36,38,11,11
Part-1099,8.2,18.8,20,490.24,100,9.2737,2112.7,30,31,15,15
Part-1100,65.3,13.2,20,1341.92,75,23.4836,3349.13,21,81,19,76
Part-1101,8.5,19.6,14,386.02,50,9.4253,821.87,26,29,7,12
Part-1102,14.2,18.7,14,5379.51,150,131.798,18321.37,25,31,8,19
Part-1103,49.6,31.8,20,147.43,100,2.1992,446.47,51,121,83,71
Part-1104,17.4,13.0,20,199.33,75,3.8205,863.14,21,41,33,31
Part-1105,29.3,92.3,20,5693.09,75,129.5178,20588.95,149,186,8,43
Part-1106,10.0,22.3,20,457.07,75,10.3983,2190.98,36,44,10,18
Part-1107,13.1,38.4,20,5177.25,100,109.1537,11305.14,62,73,5,21
Part-1108,208.3,241.7,14,308.95,100,5.6898,954.97,326,484,100,280
Part-1109,7.8,17.9,20,1986.01,75,34.9207,6386.46,29,40,7,14
Part-1110,22.4,47.9,20,4319.15,200,97.5408,10269.51,77,109,8,28
Part-1111,25.2,85.1,20,395.85,75,6.0697,1484.06,137,141,30,31
Part-1112,121.9,277.1,14,5909.96,75,105.3943,12532.7,373,466,11,183
Part-1113,7.0,18.0,20,234.08,500,4.5841,968.66,29,35,34,9
Part-1114,26.7,40.9,20,430.97,100,9.8764,910.35,66,108,24,27
Part-1115,8.8,22.8,20,311.15,75,5.3414,1437.64,37,49,17,15
Part-1116,17.4,41.7,20,319.39,300,6.1749,701.09,67,87,44,26
Part-1117,11.7,26.4,20,3427.97,75,54.8475,11549.0,43,46,5,17
Part-1118,66.1,42.3,20,146.92,300,3.3792,362.33,68,141,133,130
Part-1119,16.4,37.3,20,338.56,75,7.5612,812.33,60,65,16,26
Part-1120,47.6,34.6,20,29.56,200,0.6725,123.08,56,96,138,89
Part-1121,6.7,15.3,20,168.81,75,2.2367,729.72,25,27,26,8
Part-1122,60.9,64.8,20,180.2,300,3.3487,760.01,104,180,133,96
Part-1123,6.2,21.0,20,251.87,150,3.5682,809.0,34,36,28,12
Part-1124,28.0,61.0,7,184.38,75,3.8566,916.8,58,65,39,44
Part-1125,38.7,27.5,20,229.79,200,3.7724,693.94,44,97,71,66
Part-1126,485.6,1086.2,20,4635.14,100,102.7456,12681.0,1749,1973,33,666
Part-1127,63.1,43.1,20,5029.06,200,67.0541,25092.58,69,133,15,69
Part-1128,64.5,72.0,20,5823.62,150,110.1635,28721.11,116,175,13,94
Part-1129,26.2,40.0,20,417.09,200,5.874,1574.73,64,72,40,37
Part-1130,159.9,219.2,20,232.59,100,4.5355,611.04,353,584,75,299
Part-1131,36.4,53.6,20,180.8,300,3.6311,490.96,86,101,90,45
Part-1132,209.3,77.3,20,3567.02,150,65.0981,12708.07,124,328,32,412
Part-1133,16.2,54.6,14,91.54,50,1.4646,396.21,74,88,26,32
Part-1134,128.2,65.1,7,123.72,50,1.598,276.19,62,114,78,160
Part-1135,32.9,50.5,14,6590.01,200,136.7427,26775.28,68,100,11,44
Part-1136,57.5,43.6,20,182.67,200,4.2775,421.85,70,114,58,109
Part-1137,5.9,15.1,20,2494.51,150,54.0477,11305.95,24,24,7,12
Part-1138,29.8,44.1,20,1388.85,100,32.8694,4994.8,71,111,13,43
Part-1139,116.0,80.7,20,4507.62,75,108.5585,22398.73,130,250,13,153
Part-1140,5.7,13.0,20,195.05,150,3.5272,830.71,21,31,24,9
Part-1141,303.6,139.3,7,192.53,75,4.0913,672.25,133,274,128,512
Part-1142,42.2,59.5,20,442.25,100,7.7394,1071.81,96,160,31,54
Part-1143,16.3,23.6,20,21.56,150,0.5174,78.2,38,55,109,28
Part-1144,16.3,42.8,20,496.46,100,9.681,1163.37,69,80,19,17
Part-1145,10.1,13.4,20,478.48,100,10.4867,2256.27,22,36,13,11
Part-1146,142.2,480.2,20,273.41,100,3.4632,735.53,773,912,112,197
Part-1147,77.7,59.2,20,360.79,100,7.0955,1658.23,95,149,56,105
Part-1148,6.1,13.0,20,467.95,150,10.1779,1362.53,21,32,14,8
Part-1149,7.9,12.5,20,5008.04,200,78.8766,13349.91,20,34,7,12
Part-1150,25.7,32.5,20,5739.05,150,72.6946,16716.18,52,78,12,34
Part-1151,27.1,42.9,7,3614.94,50,78.9262,14903.18,41,42,7,32
Part-1152,14.8,23.0,14,284.1,300,4.7587,1015.84,31,40,52,19
Part-1153,111.5,124.0,20,83.93,150,1.4968,194.92,200,355,169,220
Part-1154,9.9,33.4,7,465.78,300,9.0827,1123.08,32,42,29,14
Part-1155,224.6,124.2,20,218.63,500,3.0426,685.53,200,369,297,324
Part-1156,23.0,16.9,20,460.24,100,6.3667,1387.91,27,41,31,36
Part-1157,477.6,116.8,20,2749.56,300,67.3642,12524.81,188,768,54,947
Part-1158,11.9,29.3,20,348.55,100,5.8382,1295.48,47,58,25,15
Part-1159,27.2,36.8,7,325.56,100,5.1004,833.48,35,46,41,46
Part-1160,5.1,15.8,14,5187.61,50,67.8712,10816.32,21,31,2,9
Part-1161,5.4,18.2,7,6556.96,100,96.1687,15127.49,17,16,4,9
Part-1162,5.4,18.1,7,220.23,150,3.9458,903.21,17,21,16,6
Part-1163,7.7,10.7,7,103.22,500,1.7289,468.75,10,11,63,13
Part-1164,27.2,35.4,20,488.61,150,8.7135,2124.29,57,80,36,29
Part-1165,7.1,23.9,14,223.53,200,4.7686,976.74,32,43,20,11
Part-1166,4.9,16.6,14,994.2,300,20.3811,2766.74,22,26,14,9
Part-1167,17.0,57.4,20,2381.02,150,44.4457,11827.14,92,136,13,21
Part-1168,57.6,42.2,14,308.69,75,6.997,697.4,57,100,36,106
Part-1169,14.4,19.9,20,7590.66,200,176.4828,33879.29,32,43,5,15
Part-1170,8.3,7.6,20,319.38,150,6.361,731.52,12,18,18,15
Part-1171,5.7,10.1,20,332.62,200,4.6567,932.2,16,21,24,8
Part-1172,14.3,39.4,14,66.07,150,1.1617,230.34,53,61,79,17
Part-1173,17.0,57.4,7,160.87,50,3.2844,347.48,55,50,25,19
Part-1174,16.7,27.4,20,6462.53,75,85.6285,20567.09,44,58,4,33
Part-1175,40.7,50.6,20,326.93,100,4.1684,997.25,81,121,48,44
Part-1176,6.4,12.6,20,48.73,100,1.1858,192.07,20,29,35,8
Part-1177,7.2,16.4,20,161.0,200,3.4883,668.8,26,36,34,10
Part-1178,6.4,10.6,20,2380.24,150,34.3151,5406.68,17,26,6,10
Part-1179,13.8,34.1,20,6902.57,50,124.8215,14593.45,55,55,4,21
Part-1180,33.7,113.6,14,3846.3,100,57.374,16645.53,153,158,12,38
Part-1181,6.2,21.0,20,41.07,150,0.5202,147.19,34,44,77,8
Part-1182,26.1,49.2,20,305.49,100,5.3206,1100.96,79,106,29,32
Part-1183,3.9,13.1,20,11.03,50,0.227,54.51,21,20,45,5
Part-1184,13.3,21.9,7,332.26,100,8.1127,1100.85,21,29,23,19
Part-1185,4.1,13.9,20,366.95,100,8.1035,949.88,22,30,8,7
Part-1186,17.3,18.6,20,251.14,300,3.8717,1015.09,30,48,66,21
Part-1187,3.9,10.6,20,6.88,300,0.1147,30.6,17,17,161,5
Part-1188,8.9,15.8,20,334.97,150,6.3644,1174.77,25,39,16,12
Part-1189,4.2,14.1,14,410.77,100,6.1273,1674.07,19,23,11,8
Part-1190,7.8,13.2,20,1381.02,150,31.6484,4891.29,21,33,10,15
Part-1191,3.6,11.8,20,356.05,100,5.1924,1147.21,19,25,9,6
Part-1192,17.4,20.7,20,49.71,100,0.7995,104.53,33,58,71,22
Part-1193,12.5,22.2,20,359.08,50,7.0918,905.32,36,50,12,13
Part-1194,10.8,19.3,20,6061.57,50,84.862,20847.57,31,35,4,14
Part-1195,28.9,51.5,20,168.85,75,3.4333,538.56,83,121,28,37
Part-1196,8.3,8.7,7,344.24,150,8.3765,1558.94,8,12,21,12
Part-1197,49.2,109.5,20,324.56,75,6.8699,754.71,176,253,42,87
Part-1198,39.8,26.8,20,301.73,75,6.8392,648.83,43,71,38,74
Part-1199,4.2,6.6,14,95.56,150,1.7201,216.1,9,11,31,8
Part-1200,7.5,9.4,20,151.63,150,2.5903,611.72,15,26,24,10
Part-1201,15.0,19.0,20,495.73,50,8.2209,1875.56,31,51,16,25
Part-1202,50.9,37.8,14,219.39,200,4.5523,854.89,51,103,51,67
Part-1203,7.1,13.7,20,34.42,150,0.654,85.04,22,33,43,8
Part-1204,5.1,12.3,20,450.01,100,8.2877,1597.11,20,27,10,9
Part-1205,8.2,9.5,20,90.6,500,1.2458,389.85,15,25,83,8
Part-1206,3.4,11.4,20,204.74,50,4.2825,829.53,18,26,11,5
Part-1207,3.3,7.4,20,3994.79,150,86.2209,13246.98,12,16,3,4
Part-1208,8.5,11.6,7,482.12,75,7.1916,1113.94,11,15,13,14
Part-1209,4.0,12.3,20,192.16,100,4.2275,886.23,20,21,13,7
Part-1210,4.6,7.5,14,355.81,75,8.3615,1273.31,10,13,12,6
Part-1211,3.4,7.8,20,301.2,150,4.4176,1406.3,13,18,15,6
Part-1212,169.7,299.4,20,7149.89,100,129.8897,23709.75,482,594,16,220
Part-1213,5.3,12.7,20,6212.75,500,145.4819,16843.01,20,22,5,8
Part-1214,302.9,296.1,20,5138.05,150,95.4821,15014.61,477,720,37,523
Part-1215,3.1,10.4,20,494.97,300,11.2193,1610.85,17,18,15,5
Part-1216,8.3,28.1,20,5166.84,75,78.3637,19854.46,45,48,3,16
Part-1217,100.1,145.2,7,429.04,100,5.7205,1847.76,138,170,47,123
Part-1218,176.6,110.6,14,160.19,100,2.1225,436.99,149,323,145,294
Part-1219,20.8,15.9,20,167.88,200,4.141,430.3,26,46,50,33
Part-1220,291.0,127.8,20,260.22,75,3.7949,678.65,206,427,96,557
Part-1221,3.4,11.7,20,317.35,300,7.4048,1524.39,19,18,22,4
Part-1222,434.1,126.3,14,4050.76,50,66.5,10093.87,170,512,22,760
Part-1223,3.0,10.2,20,411.3,300,5.3469,1249.21,16,18,18,5
Part-1224,3.1,10.3,14,437.24,100,6.7772,1511.8,14,19,13,4
Part-1225,24.2,37.4,20,17.19,150,0.3237,63.06,60,91,147,36
Part-1226,4.0,5.7,14,399.07,500,5.5205,1825.45,8,12,30,5
Part-1227,10.2,15.7,20,702.8,300,16.8672,1643.6,25,32,18,16
Part-1228,2.6,8.3,7,6372.22,300,151.3402,14809.3,8,10,3,5
Part-1229,7.6,14.2,20,316.09,150,4.5306,932.22,23,28,28,12
Part-1230,6.2,14.4,20,441.56,500,9.6039,1430.48,23,35,24,10
Part-1231,22.9,52.8,14,6548.88,150,119.5171,20441.2,71,93,10,35
Part-1232,405.2,127.6,7,85.28,200,2.1107,270.82,122,243,243,426
Part-1233,239.3,99.6,20,221.2,200,2.9125,1007.43,160,357,157,295
Part-1234,2.6,8.7,20,462.61,200,8.5197,2086.37,14,14,8,4
Part-1235,15.8,21.2,20,408.17,150,6.5647,1802.68,34,55,30,21
Part-1236,5.7,7.0,7,6780.71,200,146.3503,28925.44,7,8,4,7
Part-1237,2.7,5.6,20,6687.88,100,93.073,14186.12,9,13,2,4
Part-1238,2.7,8.9,20,131.83,200,2.6805,322.74,14,16,20,4
Part-1239,41.3,28.0,14,177.53,100,4.3199,745.02,38,71,56,52
Part-1240,171.9,208.1,14,237.11,150,4.3075,897.35,280,461,93,252
Part-1241,6.6,10.6,20,223.23,150,4.0553,897.79,17,26,27,7
Part-1242,5.1,5.9,20,19.49,300,0.3638,80.9,10,16,108,10
Part-1243,116.2,65.5,20,388.13,150,6.857,1837.44,105,191,83,217
Part-1244,2.4,8.2,20,3550.6,150,64.2067,13866.62,13,13,4,4
Part-1245,29.0,37.7,14,267.82,100,4.8877,757.05,51,78,40,32
Part-1246,2.3,6.2,20,812.9,300,20.3225,1828.25,10,12,9,4
Part-1247,3.4,6.3,20,127.73,50,1.7776,421.03,10,13,12,6
Part-1248,46.9,44.8,20,67.54,300,1.0863,278.91,72,95,124,83
Part-1249,2.2,6.0,20,88.91,150,1.3485,253.01,10,11,28,2
Part-1250,9.1,30.7,20,438.82,75,8.4839,1035.72,49,47,14,15
Part-1251,1.9,6.5,20,2800.75,300,35.0094,13993.18,10,14,7,3
Part-1252,2.0,5.0,7,4824.56,100,115.7894,15711.77,5,5,2,3
Part-1253,5.0,17.1,14,131.1,75,2.5128,347.28,23,27,14,8
Part-1254,120.3,80.4,14,475.0,100,11.2417,1184.49,108,155,38,175
Part-1255,60.1,106.2,20,257.09,500,4.3277,1179.62,171,251,133,92
Part-1256,13.5,14.9,20,260.24,200,3.7301,1160.36,24,35,37,14
Part-1257,2.2,4.8,7,1162.09,300,17.3345,4462.38,5,6,8,4
Part-1258,28.7,31.5,20,60.25,100,1.1096,219.4,51,94,73,31
Part-1259,13.0,11.5,20,485.31,50,6.309,2355.85,19,29,11,19
Part-1260,239.7,124.0,20,46.82,150,1.0417,125.7,200,516,281,310
Part-1261,8.5,20.7,20,2645.36,100,59.3002,8587.32,33,51,4,13
Part-1262,16.8,25.0,7,33.59,200,0.7138,69.67,24,34,115,19
Part-1263,1.7,5.9,20,224.58,150,5.3151,731.18,10,13,9,3
Part-1264,1.8,6.0,14,450.34,100,8.7066,1419.76,8,8,6,3
Part-1265,1.9,6.3,20,385.38,50,7.1295,1868.51,10,13,4,2
Part-1266,1.6,5.6,20,6050.86,100,115.4706,18604.56,9,9,2,2
Part-1267,1.8,5.9,20,277.92,75,4.0993,1251.85,10,9,8,2
Part-1268,1.7,5.6,7,86.81,300,1.6422,373.26,5,7,25,3
Part-1269,1.9,6.0,20,478.28,300,9.2069,1167.87,10,10,12,3
Part-1270,2.7,6.6,20,355.8,200,7.8572,1739.2,11,15,11,4
Part-1271,5.0,8.7,20,190.28,75,3.203,740.74,14,22,17,6
Part-1272,14.3,11.1,20,162.38,75,2.2192,615.36,18,37,38,24
Part-1273,7.3,10.5,14,4984.9,150,99.698,10144.85,14,24,6,14
Part-1274,10.2,34.3,14,394.33,200,8.8067,1615.82,46,48,17,19
Part-1275,1.6,2.7,20,2791.1,300,68.6145,6048.0,4,5,4,3
Part-1276,3.7,9.6,20,729.89,300,9.9752,1865.7,15,19,12,4
Part-1277,1.6,5.2,14,2953.87,75,64.4928,6781.68,7,7,2,2
Part-1278,10.2,14.8,20,79.36,500,1.5806,248.76,24,28,103,11
Part-1279,16.4,17.0,20,6455.51,75,81.7698,28321.19,27,41,4,21
Part-1280,8.9,30.0,20,175.66,200,3.7767,724.1,48,66,32,10
Part-1281,11.9,25.5,14,133.63,150,1.7149,310.03,34,44,50,15
Part-1282,22.4,38.4,20,5518.4,150,123.2443,24255.48,62,78,8,31
Part-1283,26.3,57.7,20,302.51,150,6.504,1023.25,93,129,37,51
Part-1284,1.3,3.3,20,32.1,300,0.6768,67.34,5,6,26,2
Part-1285,1.3,4.5,20,7744.97,150,108.4296,20690.53,7,6,2,2
Part-1286,1.5,5.2,14,103.27,200,2.4785,449.8,7,9,17,3
Part-1287,1.1,3.2,20,5386.41,75,127.9272,22622.38,5,6,1,1
Part-1288,4.0,9.4,20,6901.98,300,163.922,17703.95,15,22,4,7
Part-1289,2.0,3.7,20,123.63,500,2.1017,261.35,6,7,24,3
Part-1290,1.0,3.5,20,176.08,150,3.2868,508.1,6,8,8,2
Part-1291,4.8,9.0,20,4821.41,500,67.098,21140.83,14,20,8,6
Part-1292,1.3,3.0,14,112.86,75,1.486,543.44,4,5,9,3
Part-1293,8.8,13.1,14,336.66,200,4.4607,1251.92,18,26,30,11
Part-1294,119.9,44.2,20,33.65,75,0.659,76.5,71,220,186,153
Part-1295,7.1,13.0,20,330.83,150,5.4587,1159.98,21,30,24,14
Part-1296,3.9,8.0,14,398.39,150,7.8682,1990.51,11,14,10,4
Part-1297,4.6,13.0,14,304.38,150,6.0622,1465.9,18,26,13,8
Part-1298,58.4,37.2,20,104.69,150,2.4951,521.32,60,132,68,101
Part-1299,1.5,3.7,20,168.55,100,3.9609,690.76,6,7,10,3
Part-1300,13.0,12.3,14,403.56,500,8.6765,1322.98,17,28,44,26
Part-1301,3.4,11.4,20,218.83,50,4.9784,1023.99,18,21,6,7
Part-1302,0.8,2.8,20,7289.66,150,91.1207,34156.0,5,5,3,1
Part-1303,0.8,2.5,20,466.68,300,5.9113,1135.48,4,5,7,1
Part-1304,0.9,3.1,20,320.49,300,5.8489,1386.49,5,7,10,1
Part-1305,0.8,2.7,20,7135.95,200,147.4763,33952.34,4,6,1,1
Part-1306,0.7,2.5,20,17.13,150,0.384,80.43,4,5,28,1
Part-1307,0.8,1.9,20,172.97,100,3.1279,712.72,3,4,8,1
Part-1308,0.8,2.6,14,232.15,100,5.6296,838.54,4,4,6,2
Part-1309,0.8,1.9,14,2930.51,100,66.4249,12689.83,3,4,2,2
Part-1310,11.3,35.1,7,99.04,150,1.3618,351.44,33,46,60,16
Part-1311,45.5,25.0,20,251.49,200,4.5268,745.34,40,92,50,47
Part-1312,1.1,3.1,20,344.38,150,8.5808,956.28,5,7,7,1
Part-1313,14.3,25.8,7,3918.74,200,68.9045,14193.57,25,33,9,26
Part-1314,0.7,2.3,20,347.26,150,6.0192,1169.52,4,4,7,1
Part-1315,0.6,1.5,20,1350.01,50,21.8252,4824.24,2,2,2,1
Part-1316,13.4,44.4,20,237.38,300,4.4113,660.41,71,84,47,14
Part-1317,0.6,2.1,20,2027.57,300,43.7617,7647.49,3,4,3,1
Part-1318,3.2,4.6,20,327.38,100,4.2832,1305.01,7,11,14,5
Part-1319,133.5,183.1,7,116.02,200,2.6588,512.87,174,212,113,257
Part-1320,0.5,1.8,20,525.66,150,12.6158,1981.72,3,4,2,1
Part-1321,0.5,0.6,20,1779.11,75,39.5852,7593.62,1,1,1,1
Part-1322,0.5,1.8,14,7165.86,100,171.3835,17973.09,2,3,1,1
Part-1323,0.5,1.8,14,456.68,50,6.2413,1079.22,2,3,4,1
Part-1324,0.5,1.7,14,87.86,200,1.5961,223.07,2,3,10,1
Part-1325,0.5,1.7,14,3350.48,75,44.9523,15207.14,2,3,1,1
Part-1326,1.6,5.3,20,194.19,75,4.4664,712.38,9,9,7,2
Part-1327,5.0,17.1,20,6228.65,75,152.0829,20965.3,28,28,2,7
Part-1328,122.8,97.2,7,397.39,75,6.4576,1703.4,93,146,63,207
Part-1329,0.4,1.3,20,379.96,150,7.2826,901.35,2,2,4,1
Part-1330,4.8,4.7,14,106.04,150,1.7232,214.05,6,9,30,8
Part-1331,323.6,189.9,20,122.48,75,2.1128,359.22,306,686,160,410
Part-1332,1.7,5.7,20,19.44,200,0.358,53.4,9,11,50,2
Part-1333,2.0,6.7,14,321.08,100,7.1975,938.19,9,11,6,2
Part-1334,0.3,1.1,20,188.56,100,2.7027,927.85,2,2,6,0
Part-1335,0.3,1.0,20,159.46,75,2.3122,590.52,2,2,5,0
Part-1336,0.3,1.1,14,3128.04,200,46.9206,11784.38,1,2,2,0
Part-1337,17.9,22.0,20,415.2,100,5.4668,1647.1,35,60,22,33
Part-1338,16.7,25.9,7,70.85,150,1.4583,226.24,25,32,66,32
Part-1339,0.3,1.0,20,459.74,100,6.8195,2269.7,2,2,2,0
Part-1340,1.0,2.7,20,21.96,50,0.3953,108.04,4,6,12,1
Part-1341,0.4,1.0,7,52.08,200,1.098,224.35,1,1,11,0
Part-1342,2.0,2.2,20,419.87,150,7.5926,1106.39,4,6,9,3
Part-1343,107.0,52.7,20,248.89,100,5.9319,1155.0,85,195,74,195
Part-1344,0.2,0.5,20,1846.69,75,40.7811,4252.48,1,1,1,0
Part-1345,0.2,0.8,14,233.52,150,3.7169,908.32,1,1,5,0
Part-1346,7.9,12.9,20,463.43,100,6.5653,1562.52,21,24,16,15
Part-1347,13.8,20.6,20,123.62,100,2.9257,261.78,33,49,29,26
Part-1348,0.1,0.3,20,310.14,50,5.4274,1461.29,0,1,1,0
Part-1349,0.1,0.5,20,497.26,200,8.5777,2428.26,1,1,3,0
Part-1350,1.4,3.3,20,191.15,50,4.3327,902.65,5,7,5,2
Part-1351,0.2,0.7,20,5.72,300,0.072,14.74,1,1,50,0
Part-1352,15.8,30.7,20,7250.07,300,131.7096,21742.57,49,61,9,30
Part-1353,0.1,0.3,20,4437.79,500,95.0427,21599.61,0,1,1,0
Part-1354,0.2,0.6,7,248.48,300,5.7357,576.29,1,1,6,0
Part-1355,8.3,19.0,20,270.68,500,6.3835,1015.03,31,38,37,9
Part-1356,0.1,0.3,7,2952.5,300,54.1292,10205.52,0,0,1,0
Part-1357,0.1,0.3,20,848.52,75,19.5867,2083.71,0,1,1,0
Part-1358,0.2,0.6,14,1089.86,100,14.0774,5078.46,1,1,2,0
Part-1359,0.2,0.6,20,429.74,50,7.0191,1032.43,1,1,2,0
Part-1360,0.1,0.2,20,6698.63,150,84.8493,25308.23,0,0,1,0
Part-1361,0.1,0.2,20,2832.71,150,41.3104,8369.36,0,0,1,0
Part-1362,0.2,0.5,20,21.51,300,0.4643,69.99,1,1,14,0
Part-1363,0.8,1.9,20,918.08,500,11.5525,2418.3,3,5,9,1
Part-1364,5.1,6.2,20,3452.99,100,65.6068,13376.91,10,13,4,6
Part-1365,0.0,0.1,20,159.99,150,2.8265,794.52,0,0,1,0
Part-1366,0.1,0.1,20,6976.61,100,97.6725,31399.14,0,0,1,0
Part-1367,0.1,0.3,20,7759.54,150,163.597,31423.17,0,1,1,0
Part-1368,0.0,0.1,20,2942.12,150,62.2749,12560.33,0,0,1,0
Part-1369,0.0,0.1,20,7916.47,300,170.8638,35765.5,0,0,1,0
Part-1370,0.0,0.1,20,384.05,300,8.4811,1312.55,0,0,1,0
Part-1371,4.1,9.2,20,310.53,75,5.0979,1149.31,15,21,14,6
Part-1372,0.0,0.1,20,428.39,100,10.6741,2007.63,0,0,1,0
Part-1373,17.3,39.0,20,6755.75,200,90.6396,27616.44,63,80,11,23
Part-1374,34.1,77.5,7,210.09,150,4.3244,505.91,74,100,50,46
Part-1375,5.1,11.4,7,188.81,150,4.6573,819.17,11,11,16,8
Part-1376,0.1,0.1,20,7.19,500,0.1102,14.87,0,0,37,0
Part-1377,2.7,5.0,20,24.69,100,0.395,112.16,8,9,37,3
Part-1378,36383.3,13830.5,20,69.95,150,1.3757,305.32,22270,70520,2910,63133
Part-1379,15414.4,3067.3,20,5163.0,500,114.8768,23193.42,4939,22908,347,25058
Part-1380,12310.6,4667.3,20,440.92,150,7.3119,913.05,7515,22773,765,19460
Part-1381,11337.7,10152.2,7,6426.33,150,147.8056,31600.49,9671,16438,128,19747
Part-1382,3186.4,3585.4,20,94.2,75,1.4601,361.95,5773,7384,552,5338
